Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","9,153","(+/-1,567)","7,155","(+/-1,448)","6,532","(+/-1,562)","4,972",(+/-997),"9,586","(+/-1,879)","11,354","(+/-1,799)","9,882","(+/-1,742)","12,133","(+/-2,024)","7,752","(+/-1,789)","6,514","(+/-1,488)","10,835","(+/-2,203)","6,826","(+/-1,169)","15,578","(+/-2,110)","8,287","(+/-1,675)","8,366","(+/-1,403)","13,863","(+/-2,149)","18,955","(+/-2,186)","5,996","(+/-1,061)","20,616","(+/-2,691)","8,625","(+/-2,029)","18,770","(+/-2,110)","19,613","(+/-2,236)","12,576","(+/-1,819)","5,745","(+/-1,425)","13,220","(+/-2,395)","7,942","(+/-1,216)","10,955","(+/-1,917)","8,286","(+/-1,606)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","9,430","(+/-1,288)","7,104","(+/-1,298)","5,978","(+/-1,189)","5,972","(+/-1,134)","13,594","(+/-1,688)","14,042","(+/-2,110)","11,817","(+/-1,819)","18,806","(+/-2,292)","6,471","(+/-1,519)","9,352","(+/-1,932)","14,168","(+/-2,282)","5,591","(+/-1,210)","27,002","(+/-2,327)","15,213","(+/-1,898)","9,107","(+/-1,613)","18,250","(+/-2,012)","31,179","(+/-2,678)","7,193","(+/-1,479)","48,870","(+/-2,899)","8,817","(+/-1,538)","33,706","(+/-2,796)","33,460","(+/-2,663)","41,572","(+/-3,300)","25,272","(+/-2,868)","25,252","(+/-2,235)","17,787","(+/-2,440)","23,426","(+/-2,287)","14,906","(+/-2,176)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",515,(+/-21),440,(+/-16),456,(+/-15),470,(+/-20),625,(+/-30),476,(+/-15),591,(+/-21),573,(+/-21),579,(+/-24),597,(+/-33),551,(+/-18),431,(+/-12),669,(+/-16),604,(+/-26),539,(+/-23),618,(+/-27),633,(+/-21),441,(+/-14),808,(+/-25),595,(+/-21),749,(+/-23),790,(+/-22),928,(+/-35),809,(+/-73),789,(+/-31),659,(+/-32),810,(+/-36),686,(+/-28)
Housing,"Gross Rent","Occupied units paying rent","92,757","(+/-5,254)","103,288","(+/-4,167)","91,342","(+/-4,948)","95,517","(+/-5,955)","112,787","(+/-6,439)","75,241","(+/-5,277)","91,077","(+/-5,066)","71,389","(+/-4,570)","107,831","(+/-5,965)","149,350","(+/-7,160)","72,964","(+/-5,656)","68,880","(+/-4,412)","89,829","(+/-4,873)","142,173","(+/-5,385)","104,316","(+/-5,644)","82,236","(+/-5,355)","74,980","(+/-4,472)","79,871","(+/-4,965)","86,576","(+/-4,922)","113,991","(+/-6,085)","62,214","(+/-4,565)","86,418","(+/-5,686)","111,351","(+/-7,089)","151,886","(+/-7,135)","98,262","(+/-5,106)","118,589","(+/-5,023)","145,583","(+/-6,510)","89,074","(+/-5,140)"
Housing,"Gross Rent","Less than $500","5,099","(+/-1,494)","6,667","(+/-1,626)","6,181","(+/-1,819)","5,640","(+/-1,649)","4,477","(+/-1,418)","4,568","(+/-1,368)",828,(+/-624),"2,969",(+/-902),"2,157","(+/-1,168)","3,057","(+/-1,001)","2,557","(+/-1,435)","2,892",(+/-953),"3,670",(+/-983),"5,523","(+/-1,361)","2,874",(+/-903),"2,414",(+/-955),"2,821","(+/-1,094)","4,287","(+/-1,256)","1,737",(+/-770),"4,903","(+/-1,259)","2,464","(+/-1,085)","1,595",(+/-560),"1,957","(+/-1,088)","7,990","(+/-1,473)",747,(+/-631),"6,148","(+/-1,673)","8,463","(+/-1,723)","4,320","(+/-1,153)"
Housing,"Gross Rent","$500 to $999","18,744","(+/-3,137)","31,978","(+/-3,149)","30,427","(+/-3,505)","20,171","(+/-3,151)","10,263","(+/-2,211)","20,807","(+/-2,605)","6,579","(+/-1,543)","12,569","(+/-2,083)","8,350","(+/-2,333)","15,414","(+/-3,153)","10,274","(+/-2,313)","17,513","(+/-2,831)","16,545","(+/-2,636)","17,853","(+/-2,088)","17,647","(+/-2,284)","9,398","(+/-1,862)","10,369","(+/-2,056)","26,955","(+/-2,889)","6,540","(+/-1,368)","11,475","(+/-2,206)","8,870","(+/-2,032)","7,650","(+/-2,053)","6,583","(+/-1,573)","13,912","(+/-2,349)","5,614","(+/-1,532)","12,309","(+/-2,185)","9,414","(+/-1,866)","7,078","(+/-1,518)"
Housing,"Gross Rent","$1,000 to $1,499","33,000","(+/-3,679)","38,300","(+/-3,184)","30,638","(+/-3,505)","35,716","(+/-4,529)","35,713","(+/-4,092)","26,964","(+/-2,826)","28,645","(+/-3,576)","26,132","(+/-2,863)","29,952","(+/-4,608)","52,382","(+/-4,293)","16,604","(+/-3,281)","25,910","(+/-2,712)","27,977","(+/-3,413)","40,983","(+/-3,449)","41,589","(+/-4,115)","22,881","(+/-2,905)","22,045","(+/-2,734)","33,253","(+/-3,642)","23,235","(+/-2,809)","35,101","(+/-4,122)","15,788","(+/-3,038)","22,940","(+/-2,969)","20,613","(+/-3,141)","43,102","(+/-4,501)","23,073","(+/-2,720)","30,999","(+/-3,145)","38,859","(+/-3,626)","23,346","(+/-3,030)"
Housing,"Gross Rent","$1,500 to $1,999","22,283","(+/-2,980)","18,512","(+/-2,313)","14,329","(+/-2,174)","24,058","(+/-4,412)","39,330","(+/-4,557)","13,589","(+/-2,592)","36,668","(+/-3,714)","18,016","(+/-2,611)","37,865","(+/-4,404)","47,222","(+/-4,576)","22,014","(+/-3,573)","11,966","(+/-2,320)","26,094","(+/-2,777)","42,607","(+/-3,371)","25,765","(+/-3,176)","21,999","(+/-2,758)","22,249","(+/-3,245)","9,872","(+/-1,821)","31,228","(+/-3,958)","35,998","(+/-4,158)","14,586","(+/-2,460)","27,274","(+/-3,678)","30,557","(+/-4,047)","43,025","(+/-4,832)","28,391","(+/-3,471)","34,180","(+/-3,710)","38,982","(+/-3,953)","29,568","(+/-3,234)"
Housing,"Gross Rent","$2,000 to $2,499","8,226","(+/-2,109)","4,557","(+/-1,464)","5,104","(+/-1,790)","6,970","(+/-1,719)","12,787","(+/-2,385)","6,043","(+/-1,836)","13,219","(+/-2,633)","6,334","(+/-1,557)","21,090","(+/-3,834)","23,028","(+/-3,312)","13,581","(+/-3,298)","5,881","(+/-1,571)","8,561","(+/-1,476)","20,697","(+/-2,621)","11,047","(+/-2,158)","15,928","(+/-2,847)","8,353","(+/-1,542)","4,044","(+/-1,200)","12,097","(+/-1,588)","18,728","(+/-2,726)","11,708","(+/-2,049)","15,132","(+/-2,869)","23,566","(+/-2,882)","25,448","(+/-2,987)","23,829","(+/-3,213)","17,580","(+/-2,738)","22,032","(+/-3,116)","13,703","(+/-2,349)"
Housing,"Gross Rent","$2,500 to $2,999","2,850",(+/-992),"2,064","(+/-1,043)","1,162",(+/-619),"1,870",(+/-950),"4,433","(+/-1,522)","1,856",(+/-814),"3,017",(+/-964),"2,624",(+/-981),"6,571","(+/-1,803)","5,296","(+/-1,678)","4,576","(+/-1,428)","2,872","(+/-1,416)","2,423",(+/-858),"9,427","(+/-1,661)","3,422","(+/-1,192)","5,158","(+/-1,229)","4,151","(+/-1,370)",440,(+/-295),"4,270","(+/-1,354)","4,731","(+/-1,429)","3,941","(+/-1,324)","5,776","(+/-1,510)","11,828","(+/-2,271)","8,030","(+/-1,870)","9,814","(+/-2,182)","10,074","(+/-1,980)","11,581","(+/-1,963)","5,709","(+/-1,750)"
Housing,"Gross Rent","$3,000 or more","2,555","(+/-1,212)","1,210",(+/-727),"3,501","(+/-1,281)","1,092",(+/-784),"5,784","(+/-1,342)","1,414",(+/-460),"2,121","(+/-1,049)","2,745",(+/-763),"1,846","(+/-1,222)","2,951","(+/-1,154)","3,358","(+/-1,311)","1,846",(+/-965),"4,559","(+/-1,149)","5,083","(+/-1,466)","1,972","(+/-1,176)","4,458","(+/-1,547)","4,992",(+/-951),"1,020",(+/-729),"7,469","(+/-1,284)","3,055","(+/-1,137)","4,857","(+/-1,367)","6,051","(+/-1,609)","16,247","(+/-2,834)","10,379","(+/-1,606)","6,794","(+/-1,519)","7,299","(+/-1,828)","16,252","(+/-2,386)","5,350","(+/-1,448)"
Housing,"Gross Rent","Median (dollars)","1,338",(+/-48),"1,129",(+/-23),"1,136",(+/-44),"1,269",(+/-57),"1,576",(+/-43),"1,191",(+/-38),"1,629",(+/-38),"1,387",(+/-47),"1,678",(+/-46),"1,540",(+/-40),"1,660",(+/-66),"1,268",(+/-53),"1,444",(+/-45),"1,579",(+/-37),"1,379",(+/-37),"1,646",(+/-60),"1,551",(+/-56),"1,103",(+/-27),"1,689",(+/-33),"1,577",(+/-46),"1,637",(+/-89),"1,702",(+/-54),"1,934",(+/-61),"1,627",(+/-40),"1,847",(+/-46),"1,644",(+/-36),"1,706",(+/-39),"1,666",(+/-40)
Housing,"Gross Rent","No rent paid","4,222","(+/-1,310)","8,858","(+/-1,519)","6,851","(+/-1,669)","4,074","(+/-1,096)","3,258","(+/-1,149)","4,750","(+/-1,147)","4,436","(+/-1,284)","3,997","(+/-1,136)","3,378","(+/-1,453)","3,053","(+/-1,181)","3,588","(+/-1,127)","3,932","(+/-1,107)","4,691","(+/-1,502)","4,729","(+/-1,297)","3,246","(+/-1,218)","4,103","(+/-1,103)","7,240","(+/-1,836)","6,813","(+/-1,858)","3,750",(+/-968),"4,376","(+/-1,364)","4,892","(+/-1,288)","5,222","(+/-1,539)","4,256","(+/-1,386)","4,320","(+/-1,159)","2,311",(+/-769),"4,712","(+/-1,255)","4,591","(+/-1,194)","3,172","(+/-1,193)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","316,853","(+/-4,527)","318,103","(+/-4,647)","312,019","(+/-4,481)","312,269","(+/-6,271)","329,898","(+/-6,369)","346,386","(+/-6,527)","319,280","(+/-4,846)","329,335","(+/-5,119)","300,517","(+/-6,908)","297,984","(+/-8,215)","320,929","(+/-7,048)","326,682","(+/-5,723)","336,163","(+/-5,110)","330,587","(+/-6,759)","310,904","(+/-7,038)","319,981","(+/-6,761)","369,943","(+/-6,153)","308,832","(+/-4,926)","352,013","(+/-7,093)","289,926","(+/-6,881)","322,486","(+/-6,534)","313,735","(+/-5,926)","319,344","(+/-7,522)","298,575","(+/-7,595)","287,734","(+/-5,907)","283,525","(+/-7,069)","303,435","(+/-6,365)","248,956","(+/-5,668)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","12,909","(+/-2,035)","22,345","(+/-2,641)","23,254","(+/-2,967)","16,734","(+/-2,800)","12,594","(+/-2,458)","20,864","(+/-2,750)","15,643","(+/-2,069)","15,477","(+/-2,583)","13,110","(+/-2,798)","21,649","(+/-3,279)","12,229","(+/-2,545)","17,973","(+/-2,150)","21,663","(+/-2,764)","22,172","(+/-2,996)","16,879","(+/-2,873)","15,790","(+/-2,700)","16,972","(+/-2,213)","22,428","(+/-2,734)","17,822","(+/-2,354)","20,519","(+/-2,514)","17,451","(+/-2,960)","16,408","(+/-2,088)","16,106","(+/-2,530)","23,495","(+/-3,144)","15,533","(+/-2,682)","16,074","(+/-2,594)","18,702","(+/-2,392)","12,777","(+/-2,123)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","13,392","(+/-2,156)","13,446","(+/-1,712)","17,231","(+/-2,338)","10,396","(+/-1,964)","7,085","(+/-1,524)","12,046","(+/-2,159)","8,547","(+/-1,542)","10,151","(+/-1,726)","10,052","(+/-2,529)","10,428","(+/-1,956)","7,433","(+/-1,638)","15,088","(+/-2,372)","13,568","(+/-2,285)","11,384","(+/-2,280)","10,072","(+/-1,885)","8,054","(+/-2,035)","12,220","(+/-1,954)","11,512","(+/-1,937)","10,028","(+/-1,991)","13,647","(+/-2,322)","10,310","(+/-2,021)","8,013","(+/-1,973)","8,512","(+/-1,862)","14,718","(+/-2,353)","9,065","(+/-1,828)","13,506","(+/-2,098)","13,343","(+/-2,217)","9,006","(+/-1,901)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","18,996","(+/-2,739)","28,004","(+/-2,895)","25,757","(+/-3,381)","22,694","(+/-3,345)","21,684","(+/-3,263)","29,510","(+/-3,341)","17,883","(+/-2,786)","20,375","(+/-2,457)","20,060","(+/-3,005)","18,443","(+/-2,915)","20,009","(+/-3,431)","26,966","(+/-3,141)","25,995","(+/-2,573)","23,197","(+/-2,713)","22,739","(+/-3,010)","17,841","(+/-2,377)","25,951","(+/-3,096)","26,812","(+/-3,053)","19,878","(+/-2,209)","25,961","(+/-4,047)","22,315","(+/-2,983)","22,025","(+/-2,461)","24,079","(+/-2,988)","25,133","(+/-3,125)","21,609","(+/-3,037)","22,892","(+/-2,774)","21,181","(+/-2,418)","18,940","(+/-2,611)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","24,245","(+/-2,411)","29,037","(+/-3,082)","32,864","(+/-3,373)","25,305","(+/-3,103)","16,323","(+/-2,564)","36,511","(+/-3,812)","22,364","(+/-2,838)","25,966","(+/-2,749)","21,361","(+/-2,978)","25,767","(+/-3,539)","24,499","(+/-3,507)","28,203","(+/-2,773)","27,222","(+/-2,892)","24,905","(+/-3,236)","26,563","(+/-2,929)","22,908","(+/-2,563)","29,204","(+/-3,049)","30,202","(+/-3,572)","24,794","(+/-2,988)","29,275","(+/-3,928)","22,861","(+/-3,009)","24,566","(+/-2,404)","20,393","(+/-2,611)","28,351","(+/-3,500)","20,633","(+/-3,024)","21,683","(+/-2,556)","22,114","(+/-2,451)","18,667","(+/-2,525)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","38,226","(+/-3,644)","44,738","(+/-4,465)","39,468","(+/-3,380)","37,547","(+/-3,949)","32,124","(+/-4,252)","46,477","(+/-3,613)","36,627","(+/-3,766)","40,386","(+/-3,720)","38,619","(+/-4,337)","37,191","(+/-3,960)","36,292","(+/-3,241)","47,530","(+/-3,789)","38,313","(+/-3,182)","36,347","(+/-3,949)","37,922","(+/-3,941)","33,484","(+/-3,098)","42,292","(+/-4,139)","42,441","(+/-3,075)","39,291","(+/-3,726)","38,487","(+/-4,244)","35,888","(+/-3,618)","36,065","(+/-3,093)","29,618","(+/-3,130)","33,494","(+/-3,459)","29,513","(+/-4,322)","30,869","(+/-2,860)","31,770","(+/-3,239)","23,503","(+/-2,714)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","58,341","(+/-4,014)","54,561","(+/-3,574)","55,918","(+/-4,088)","52,342","(+/-4,310)","54,475","(+/-5,070)","63,828","(+/-4,310)","57,577","(+/-4,373)","56,279","(+/-3,441)","58,924","(+/-5,663)","56,124","(+/-4,613)","52,889","(+/-4,625)","62,174","(+/-3,755)","58,926","(+/-4,085)","55,159","(+/-4,144)","55,027","(+/-4,202)","53,257","(+/-4,949)","67,855","(+/-4,662)","58,831","(+/-3,921)","61,208","(+/-4,083)","51,564","(+/-5,210)","50,069","(+/-3,794)","52,253","(+/-4,032)","51,786","(+/-4,460)","52,454","(+/-3,879)","41,128","(+/-4,077)","52,722","(+/-4,149)","44,116","(+/-4,439)","43,643","(+/-3,834)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","41,869","(+/-4,061)","43,256","(+/-4,208)","38,874","(+/-3,563)","43,951","(+/-4,257)","47,530","(+/-4,624)","42,678","(+/-3,748)","47,296","(+/-4,528)","43,149","(+/-3,723)","46,003","(+/-4,741)","40,384","(+/-4,342)","48,791","(+/-3,819)","42,786","(+/-3,644)","39,944","(+/-2,856)","42,295","(+/-4,015)","40,598","(+/-3,770)","45,332","(+/-4,461)","53,629","(+/-4,080)","43,211","(+/-3,408)","47,810","(+/-4,621)","36,293","(+/-4,188)","40,915","(+/-3,749)","41,993","(+/-3,884)","37,665","(+/-3,291)","40,075","(+/-3,347)","36,564","(+/-3,481)","37,824","(+/-4,160)","34,892","(+/-4,003)","35,933","(+/-3,482)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","58,283","(+/-3,906)","44,628","(+/-3,133)","44,904","(+/-3,496)","57,671","(+/-4,610)","62,829","(+/-5,534)","52,182","(+/-4,897)","53,844","(+/-3,814)","56,621","(+/-3,973)","49,198","(+/-4,582)","40,162","(+/-3,632)","54,967","(+/-4,664)","43,919","(+/-3,469)","52,356","(+/-2,868)","50,387","(+/-4,565)","47,633","(+/-3,238)","59,954","(+/-4,641)","63,992","(+/-3,875)","45,727","(+/-3,652)","58,758","(+/-3,469)","41,598","(+/-4,106)","55,700","(+/-4,308)","49,134","(+/-3,966)","52,055","(+/-4,292)","37,930","(+/-4,416)","49,362","(+/-3,639)","42,466","(+/-3,698)","43,277","(+/-3,746)","42,937","(+/-3,641)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","24,351","(+/-2,819)","16,128","(+/-2,306)","17,754","(+/-2,247)","26,174","(+/-2,326)","34,803","(+/-3,369)","22,300","(+/-2,628)","26,369","(+/-3,247)","28,802","(+/-2,772)","20,509","(+/-3,334)","20,918","(+/-2,698)","28,801","(+/-3,723)","21,452","(+/-2,973)","25,444","(+/-2,679)","24,837","(+/-2,493)","25,054","(+/-2,893)","29,784","(+/-2,946)","23,798","(+/-2,280)","15,229","(+/-2,296)","27,473","(+/-2,805)","17,951","(+/-2,844)","29,233","(+/-3,211)","23,507","(+/-2,615)","31,409","(+/-3,058)","17,831","(+/-2,526)","28,839","(+/-3,191)","20,136","(+/-2,588)","26,430","(+/-3,048)","21,911","(+/-2,941)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","26,241","(+/-2,754)","21,960","(+/-1,911)","15,995","(+/-2,287)","19,455","(+/-2,273)","40,451","(+/-3,379)","19,990","(+/-2,484)","33,130","(+/-3,219)","32,129","(+/-3,000)","22,681","(+/-3,359)","26,918","(+/-2,612)","35,019","(+/-4,009)","20,591","(+/-2,773)","32,732","(+/-2,743)","39,904","(+/-3,536)","28,417","(+/-2,351)","33,577","(+/-3,193)","34,030","(+/-2,775)","12,439","(+/-1,505)","44,951","(+/-2,959)","14,631","(+/-2,225)","37,744","(+/-2,857)","39,771","(+/-3,058)","47,721","(+/-3,726)","25,094","(+/-3,069)","35,488","(+/-3,458)","25,353","(+/-2,578)","47,610","(+/-3,097)","21,639","(+/-2,299)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","71,302","(+/-2,841)","57,516","(+/-2,799)","56,286","(+/-1,923)","70,226","(+/-3,417)","84,630","(+/-2,951)","60,287","(+/-2,102)","75,437","(+/-2,304)","73,344","(+/-2,139)","69,493","(+/-2,781)","64,575","(+/-3,022)","78,966","(+/-3,072)","59,804","(+/-2,121)","65,785","(+/-2,082)","70,955","(+/-2,953)","67,704","(+/-2,778)","79,125","(+/-2,408)","70,558","(+/-2,197)","57,810","(+/-1,709)","76,223","(+/-2,189)","57,237","(+/-3,306)","76,355","(+/-2,999)","73,404","(+/-3,185)","80,179","(+/-2,340)","60,388","(+/-2,615)","79,024","(+/-2,908)","67,071","(+/-2,791)","75,323","(+/-3,331)","73,429","(+/-3,459)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","93,841","(+/-2,945)","85,244","(+/-2,923)","78,870","(+/-3,461)","90,357","(+/-2,868)","114,058","(+/-3,342)","83,480","(+/-2,831)","101,462","(+/-3,611)","101,001","(+/-3,264)","94,053","(+/-5,026)","97,155","(+/-5,675)","107,670","(+/-4,421)","83,007","(+/-3,744)","97,888","(+/-3,559)","110,824","(+/-4,307)","93,079","(+/-2,524)","104,206","(+/-3,474)","101,290","(+/-3,035)","73,927","(+/-2,273)","118,543","(+/-3,678)","76,310","(+/-2,385)","111,840","(+/-3,475)","115,160","(+/-5,490)","127,393","(+/-5,954)","96,046","(+/-4,827)","107,878","(+/-3,174)","92,403","(+/-3,279)","124,442","(+/-5,315)","94,770","(+/-3,538)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","742,300","(+/-4,472)","751,745","(+/-4,570)","761,071","(+/-9,150)","785,556","(+/-16,221)","785,338","(+/-17,070)","802,654","(+/-16,339)","782,681","(+/-7,690)","792,800","(+/-2,570)","817,621","(+/-18,801)","756,646","(+/-20,859)","809,175","(+/-17,772)","797,933","(+/-9,526)","752,536","(+/-6,331)","774,660","(+/-17,698)","809,805","(+/-21,192)","817,065","(+/-15,952)","829,395","(+/-9,732)","818,193","(+/-12,775)","794,468","(+/-12,010)","760,185","(+/-16,999)","800,642","(+/-10,377)","777,537","(+/-14,781)","761,148","(+/-15,210)","787,700","(+/-18,655)","764,271","(+/-11,663)","789,718","(+/-15,663)","750,383","(+/-19,012)","731,021","(+/-18,628)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","667,948","(+/-7,391)","677,321","(+/-7,164)","683,875","(+/-11,419)","715,943","(+/-16,640)","723,631","(+/-16,235)","715,908","(+/-16,583)","708,466","(+/-9,688)","727,001","(+/-6,065)","731,059","(+/-19,046)","661,620","(+/-17,409)","746,436","(+/-19,030)","712,715","(+/-11,712)","680,873","(+/-8,804)","685,225","(+/-17,457)","715,555","(+/-18,224)","730,264","(+/-16,258)","734,615","(+/-10,234)","698,551","(+/-13,297)","707,539","(+/-12,779)","638,926","(+/-15,780)","722,670","(+/-12,405)","673,835","(+/-13,906)","682,512","(+/-15,346)","659,619","(+/-14,798)","676,457","(+/-12,409)","672,587","(+/-15,959)","668,839","(+/-17,523)","636,532","(+/-17,088)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","525,159","(+/-10,660)","504,497","(+/-9,794)","476,805","(+/-12,890)","521,837","(+/-16,652)","591,000","(+/-15,332)","485,691","(+/-15,434)","527,479","(+/-11,505)","529,711","(+/-12,301)","532,858","(+/-18,064)","486,208","(+/-15,888)","550,960","(+/-19,487)","480,849","(+/-12,845)","498,222","(+/-11,454)","493,559","(+/-15,413)","505,186","(+/-16,171)","544,768","(+/-15,354)","527,650","(+/-10,340)","452,208","(+/-15,002)","511,180","(+/-15,110)","409,501","(+/-13,923)","533,254","(+/-15,892)","473,518","(+/-15,381)","524,729","(+/-15,010)","397,812","(+/-13,842)","510,855","(+/-12,860)","441,085","(+/-14,757)","485,582","(+/-15,741)","415,991","(+/-15,355)"
Socioeconomic,"Health Insurance Coverage","With public coverage","266,480","(+/-9,044)","268,647","(+/-8,124)","314,617","(+/-11,908)","296,223","(+/-14,838)","224,108","(+/-11,973)","368,060","(+/-13,257)","274,880","(+/-12,888)","335,236","(+/-10,528)","270,781","(+/-14,715)","228,855","(+/-12,011)","324,687","(+/-13,478)","355,089","(+/-11,325)","299,579","(+/-8,152)","261,882","(+/-10,834)","286,799","(+/-12,912)","298,582","(+/-13,796)","391,773","(+/-10,057)","351,055","(+/-12,107)","360,016","(+/-8,628)","287,849","(+/-11,786)","316,134","(+/-10,625)","304,189","(+/-9,267)","241,165","(+/-11,752)","311,103","(+/-13,598)","214,305","(+/-11,797)","285,992","(+/-11,514)","220,955","(+/-9,082)","259,646","(+/-11,658)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","74,352","(+/-6,784)","74,424","(+/-6,385)","77,196","(+/-7,611)","69,613","(+/-6,703)","61,707","(+/-8,243)","86,746","(+/-8,226)","74,215","(+/-6,897)","65,799","(+/-5,832)","86,562","(+/-8,681)","95,026","(+/-11,618)","62,739","(+/-7,895)","85,218","(+/-7,826)","71,663","(+/-6,468)","89,435","(+/-7,769)","94,250","(+/-8,455)","86,801","(+/-8,380)","94,780","(+/-8,014)","119,642","(+/-10,307)","86,929","(+/-8,260)","121,259","(+/-11,330)","77,972","(+/-7,311)","103,702","(+/-8,637)","78,636","(+/-7,974)","128,081","(+/-9,405)","87,814","(+/-7,416)","117,131","(+/-7,800)","81,544","(+/-7,587)","94,489","(+/-9,130)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","176,462","(+/-2,476)","165,540","(+/-3,102)","167,233","(+/-5,306)","198,099","(+/-7,433)","174,718","(+/-8,069)","148,284","(+/-7,191)","158,671","(+/-4,704)","146,687","(+/-1,815)","187,087","(+/-8,258)","163,183","(+/-10,028)","172,008","(+/-9,053)","156,924","(+/-4,647)","120,759","(+/-5,108)","153,458","(+/-8,355)","185,340","(+/-10,986)","174,190","(+/-8,017)","132,097","(+/-5,290)","192,429","(+/-6,661)","123,966","(+/-6,067)","175,825","(+/-9,133)","156,378","(+/-5,372)","146,403","(+/-7,562)","160,167","(+/-9,351)","175,347","(+/-9,243)","162,514","(+/-6,506)","167,664","(+/-7,180)","140,451","(+/-8,236)","158,940","(+/-8,869)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","13,663","(+/-3,208)","9,516","(+/-2,175)","12,934","(+/-3,597)","10,308","(+/-2,538)","10,912","(+/-3,062)","14,774","(+/-3,843)","8,681","(+/-2,883)","8,862","(+/-1,919)","10,193","(+/-2,341)","14,840","(+/-4,907)","9,038","(+/-2,601)","13,502","(+/-2,848)","7,410","(+/-1,930)","8,590","(+/-2,627)","11,416","(+/-3,168)","12,417","(+/-2,839)","13,090","(+/-3,111)","15,571","(+/-4,026)","13,547","(+/-3,358)","21,191","(+/-5,706)","11,021","(+/-3,194)","13,355","(+/-3,257)","14,404","(+/-3,623)","11,577","(+/-2,768)","11,092","(+/-2,512)","15,364","(+/-2,616)","10,046","(+/-2,443)","9,102","(+/-2,898)"
