Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE"
Education,"School Enrollment","Nursery school, preschool","13,271","(+/-2,102)","9,558","(+/-1,801)","9,630","(+/-1,406)","11,664","(+/-1,908)","13,287","(+/-2,281)","12,601","(+/-2,144)","12,992","(+/-2,981)","13,295","(+/-2,437)","14,934","(+/-2,633)","12,233","(+/-2,381)","11,921","(+/-2,113)","8,556","(+/-2,144)","13,562","(+/-2,546)","11,686","(+/-2,449)","10,068","(+/-2,105)","14,209","(+/-2,471)","14,237","(+/-1,728)","11,310","(+/-1,620)","8,888","(+/-1,357)","10,928","(+/-1,563)","7,221","(+/-1,175)","10,701","(+/-1,591)","9,353","(+/-1,425)","7,790","(+/-1,341)","10,440","(+/-1,549)","8,066","(+/-1,488)"
Education,"School Enrollment",Kindergarten,"8,081","(+/-1,972)","6,988","(+/-1,751)","7,596","(+/-1,287)","9,234","(+/-1,806)","8,471","(+/-1,723)","9,576","(+/-2,209)","10,024","(+/-2,070)","9,731","(+/-2,071)","10,279","(+/-1,894)","6,888","(+/-1,707)","8,347","(+/-1,868)","4,578","(+/-1,430)","9,566","(+/-2,322)","7,426","(+/-2,176)","8,023","(+/-2,387)","8,545","(+/-1,949)","9,283","(+/-1,631)","11,043","(+/-1,732)","6,689","(+/-1,172)","6,466","(+/-1,287)","7,607","(+/-1,217)","6,180","(+/-1,159)","10,256","(+/-1,530)","8,587","(+/-1,289)","9,592","(+/-1,564)","9,317","(+/-2,231)"
Education,"School Enrollment","Elementary school (grades 1-8)","66,743","(+/-3,849)","71,532","(+/-4,734)","67,490","(+/-4,417)","75,987","(+/-4,698)","67,857","(+/-5,279)","61,998","(+/-5,303)","53,051","(+/-6,721)","75,072","(+/-7,045)","79,617","(+/-6,461)","55,440","(+/-6,478)","72,419","(+/-4,642)","37,031","(+/-4,418)","70,415","(+/-5,072)","73,047","(+/-7,268)","81,888","(+/-6,717)","73,931","(+/-3,217)","83,852","(+/-3,563)","73,869","(+/-2,709)","59,410","(+/-2,836)","68,136","(+/-2,592)","65,745","(+/-2,862)","74,667","(+/-2,210)","68,990","(+/-2,943)","69,685","(+/-2,371)","65,795","(+/-2,307)","69,077","(+/-3,521)"
Education,"School Enrollment","High school (grades 9-12)","41,639","(+/-2,779)","41,391","(+/-2,991)","41,021","(+/-2,958)","41,385","(+/-3,100)","38,339","(+/-3,179)","29,895","(+/-3,019)","27,890","(+/-4,273)","40,904","(+/-4,496)","36,518","(+/-3,833)","24,256","(+/-2,942)","38,371","(+/-3,046)","15,668","(+/-2,338)","36,459","(+/-3,728)","35,082","(+/-3,857)","44,845","(+/-4,042)","43,221","(+/-3,293)","45,026","(+/-2,723)","42,174","(+/-2,468)","32,655","(+/-1,694)","34,990","(+/-2,373)","36,780","(+/-2,227)","36,221","(+/-1,963)","36,333","(+/-2,618)","34,315","(+/-1,929)","36,530","(+/-1,876)","31,984","(+/-2,515)"
Education,"School Enrollment","College or graduate school","55,519","(+/-3,895)","45,419","(+/-3,862)","49,347","(+/-3,726)","55,107","(+/-3,677)","55,887","(+/-5,287)","48,367","(+/-4,312)","47,677","(+/-4,425)","41,457","(+/-3,504)","47,221","(+/-3,477)","56,663","(+/-3,957)","48,509","(+/-4,037)","52,567","(+/-6,129)","70,126","(+/-5,487)","49,517","(+/-5,557)","50,725","(+/-4,856)","52,565","(+/-4,623)","48,730","(+/-3,679)","57,765","(+/-3,924)","81,073","(+/-4,172)","66,573","(+/-3,948)","36,512","(+/-2,563)","61,299","(+/-3,378)","34,901","(+/-2,813)","37,456","(+/-2,555)","55,935","(+/-3,982)","62,576","(+/-4,556)"
Education,"Educational Attainment","Population 25 years and over","548,198","(+/-8,535)","545,100","(+/-9,931)","558,548","(+/-11,662)","539,243","(+/-6,054)","531,045","(+/-12,120)","558,446","(+/-14,140)","505,004","(+/-13,152)","529,983","(+/-12,496)","523,319","(+/-10,656)","509,881","(+/-14,298)","522,148","(+/-9,501)","571,703","(+/-13,971)","540,763","(+/-12,205)","505,556","(+/-14,386)","480,884","(+/-11,054)","528,475","(+/-7,190)","517,092","(+/-5,879)","533,082","(+/-4,397)","538,096","(+/-3,823)","542,512","(+/-2,839)","550,922","(+/-3,521)","527,370","(+/-1,682)","553,055","(+/-4,512)","551,572","(+/-3,538)","538,623","(+/-1,363)","541,621","(+/-5,116)"
Education,"Educational Attainment","Less than 9th grade","19,377","(+/-2,748)","33,301","(+/-4,113)","25,244","(+/-3,126)","33,969","(+/-3,588)","46,950","(+/-5,294)","56,791","(+/-4,897)","45,060","(+/-4,456)","37,757","(+/-4,458)","34,204","(+/-4,220)","43,910","(+/-3,980)","46,448","(+/-4,462)","7,140","(+/-1,991)","67,568","(+/-6,793)","67,138","(+/-5,881)","62,429","(+/-5,626)","33,741","(+/-3,863)","21,661","(+/-2,869)","16,813","(+/-2,792)","14,867","(+/-1,912)","13,277","(+/-2,083)","17,925","(+/-1,949)","17,299","(+/-1,884)","15,503","(+/-1,748)","16,748","(+/-1,838)","18,957","(+/-2,892)","19,337","(+/-2,736)"
Education,"Educational Attainment","9th to 12th grade, no diploma","20,065","(+/-3,196)","27,358","(+/-3,411)","19,820","(+/-2,414)","22,196","(+/-2,989)","45,868","(+/-3,904)","36,832","(+/-3,304)","33,681","(+/-3,492)","43,286","(+/-4,652)","44,455","(+/-4,328)","32,009","(+/-3,669)","32,273","(+/-2,920)","12,262","(+/-2,541)","54,264","(+/-4,909)","44,120","(+/-4,695)","59,291","(+/-5,387)","32,555","(+/-3,858)","25,682","(+/-3,281)","34,870","(+/-3,440)","32,999","(+/-2,923)","23,820","(+/-3,032)","30,402","(+/-1,958)","28,177","(+/-2,166)","25,676","(+/-2,501)","35,235","(+/-2,366)","23,884","(+/-2,889)","26,719","(+/-3,345)"
Education,"Educational Attainment","High school graduate (includes equivalency)","117,397","(+/-6,885)","157,126","(+/-6,960)","100,536","(+/-6,769)","123,895","(+/-6,188)","151,478","(+/-7,107)","143,702","(+/-9,173)","110,395","(+/-7,449)","155,756","(+/-8,218)","122,881","(+/-7,215)","66,866","(+/-5,376)","145,919","(+/-7,887)","32,042","(+/-4,967)","120,039","(+/-9,419)","143,386","(+/-7,871)","147,228","(+/-9,005)","101,998","(+/-6,546)","94,286","(+/-4,230)","146,796","(+/-6,951)","155,089","(+/-5,597)","136,509","(+/-5,447)","181,910","(+/-5,137)","136,848","(+/-5,111)","170,882","(+/-4,955)","178,437","(+/-6,538)","128,866","(+/-6,054)","143,612","(+/-7,118)"
Education,"Educational Attainment","Some college, no degree","83,608","(+/-4,617)","94,292","(+/-6,067)","73,777","(+/-6,080)","80,903","(+/-5,553)","89,931","(+/-6,648)","70,873","(+/-5,546)","54,497","(+/-4,143)","67,739","(+/-5,704)","77,338","(+/-5,286)","38,854","(+/-4,072)","75,161","(+/-4,264)","35,639","(+/-4,175)","75,395","(+/-6,625)","78,135","(+/-6,684)","68,645","(+/-6,240)","72,189","(+/-4,855)","74,224","(+/-4,064)","93,897","(+/-5,043)","84,729","(+/-5,366)","77,699","(+/-4,426)","92,125","(+/-4,060)","87,546","(+/-4,549)","94,998","(+/-4,173)","93,059","(+/-4,525)","82,531","(+/-5,484)","99,175","(+/-5,724)"
Education,"Educational Attainment","Associate's degree","46,763","(+/-3,948)","51,698","(+/-4,276)","40,184","(+/-3,633)","42,154","(+/-3,801)","44,768","(+/-4,602)","39,749","(+/-3,885)","23,715","(+/-2,511)","40,384","(+/-3,730)","40,778","(+/-4,261)","17,082","(+/-2,123)","37,797","(+/-3,439)","13,896","(+/-2,850)","31,613","(+/-4,291)","35,560","(+/-3,849)","35,487","(+/-4,533)","36,789","(+/-4,512)","39,740","(+/-2,977)","49,594","(+/-3,426)","61,980","(+/-3,215)","61,976","(+/-3,438)","78,179","(+/-4,198)","68,726","(+/-4,226)","75,625","(+/-3,380)","80,730","(+/-3,991)","68,457","(+/-4,710)","60,205","(+/-4,588)"
Education,"Educational Attainment","Bachelor's degree","134,057","(+/-5,995)","104,556","(+/-5,378)","163,467","(+/-6,912)","125,163","(+/-6,077)","98,116","(+/-5,836)","128,186","(+/-7,598)","152,783","(+/-8,188)","114,116","(+/-6,278)","122,377","(+/-5,798)","165,842","(+/-7,742)","105,993","(+/-4,990)","230,511","(+/-11,882)","107,953","(+/-6,904)","91,487","(+/-6,864)","65,322","(+/-5,780)","126,753","(+/-6,561)","141,023","(+/-6,112)","102,598","(+/-5,054)","99,565","(+/-4,389)","125,617","(+/-5,641)","85,329","(+/-4,491)","103,769","(+/-4,727)","94,300","(+/-4,472)","88,321","(+/-4,592)","115,878","(+/-5,943)","104,327","(+/-6,112)"
Education,"Educational Attainment","Graduate or professional degree","126,931","(+/-5,806)","76,769","(+/-5,235)","135,520","(+/-7,057)","110,963","(+/-5,896)","53,934","(+/-4,166)","82,313","(+/-5,089)","84,873","(+/-5,505)","70,945","(+/-5,482)","81,286","(+/-6,579)","145,318","(+/-8,358)","78,557","(+/-5,220)","240,213","(+/-11,163)","83,931","(+/-6,073)","45,730","(+/-3,850)","42,482","(+/-3,846)","124,450","(+/-6,399)","120,476","(+/-5,076)","88,514","(+/-5,133)","88,867","(+/-3,762)","103,614","(+/-4,553)","65,052","(+/-3,446)","85,005","(+/-3,698)","76,071","(+/-4,645)","59,042","(+/-3,419)","100,050","(+/-5,208)","88,246","(+/-5,557)"
Education,"Educational Attainment","Percent high school graduate or higher",92.8,(+/-0.7),88.9,(+/-1.0),91.9,(+/-0.6),89.6,(+/-0.9),82.5,(+/-1.2),83.2,(+/-1.1),84.4,(+/-1.0),84.7,(+/-1.1),85.0,(+/-1.1),85.1,(+/-0.9),84.9,(+/-1.0),96.6,(+/-0.5),77.5,(+/-1.4),78.0,(+/-1.3),74.7,(+/-1.5),87.5,(+/-0.9),90.8,(+/-0.8),90.3,(+/-0.8),91.1,(+/-0.7),93.2,(+/-0.7),91.2,(+/-0.5),91.4,(+/-0.6),92.6,(+/-0.6),90.6,(+/-0.5),92.0,(+/-0.7),91.5,(+/-0.8)
Education,"Educational Attainment","Percent bachelor's degree or higher",47.6,(+/-1.1),33.3,(+/-1.3),53.5,(+/-1.5),43.8,(+/-1.4),28.6,(+/-1.3),37.7,(+/-1.4),47.1,(+/-1.5),34.9,(+/-1.3),38.9,(+/-1.3),61.0,(+/-1.4),35.3,(+/-1.3),82.3,(+/-1.2),35.5,(+/-1.5),27.1,(+/-1.5),22.4,(+/-1.4),47.5,(+/-1.2),50.6,(+/-1.2),35.9,(+/-1.2),35.0,(+/-1.1),42.3,(+/-1.2),27.3,(+/-1.1),35.8,(+/-1.0),30.8,(+/-1.1),26.7,(+/-1.0),40.1,(+/-1.4),35.6,(+/-1.4)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag","District 19 Estimate","District 19 Flag","District 20 Estimate","District 20 Flag","District 21 Estimate","District 21 Flag","District 22 Estimate","District 22 Flag","District 23 Estimate","District 23 Flag","District 24 Estimate","District 24 Flag","District 25 Estimate","District 25 Flag","District 26 Estimate","District 26 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","301,926",G,"260,228",G,"335,259",G,"221,870",G,"150,837",G,"191,733",G,"215,773",G,"138,612",G,"155,896",G,"629,484",G,"149,733",G,"1,420,844",G,"176,661",H,"159,275",G,"144,829",G,"246,927",G,"257,317",G,"226,086",G,"230,396",G,"315,173",G,"184,567",G,"305,721",G,"212,629",G,"192,170",G,"333,883",G,"346,820",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",152,H,14,G,79,J,0,N,0,N,0,N,0,N,0,N,0,N,2,J,3,G,66,H,0,N,0,N,0,N,29,G,183,H,403,H,369,H,228,H,347,G,75,J,121,G,241,G,411,G,32,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",108,G,18,J,0,N,20,H,0,N,2,J,0,N,0,N,0,N,0,N,0,N,72,J,0,N,0,N,0,N,0,N,110,J,187,J,570,G,611,H,614,G,136,J,360,G,575,G,71,G,57,H
Business,"Paid employees for pay period including March 12",Utilities,"1,509",J,641,J,"1,899",J,869,H,354,H,"1,038",J,"1,927",H,276,J,526,J,"3,359",J,907,G,"4,819",J,265,J,"2,798",J,92,J,"1,629",J,"2,343",J,"1,614",H,"1,658",H,"1,751",H,960,H,"2,542",J,946,G,"2,958",J,"1,081",H,"1,500",G
Business,"Paid employees for pay period including March 12",Construction,"22,238",G,"25,666",G,"18,708",G,"12,239",G,"7,952",G,"14,801",G,"21,940",G,"4,323",G,"4,464",G,"17,631",G,"11,376",G,"25,435",G,"2,463",G,"17,234",G,"4,958",G,"19,743",G,"18,838",G,"12,712",G,"8,805",G,"15,494",G,"9,254",G,"12,628",G,"10,892",G,"11,959",G,"13,891",G,"12,195",G
Business,"Paid employees for pay period including March 12",Manufacturing,"20,993",G,"29,896",G,"9,424",G,"4,510",G,"2,514",H,"4,017",G,"10,721",G,"2,249",G,"1,864",G,"8,164",G,"1,546",G,"7,416",G,238,G,"4,298",G,"2,564",H,"7,084",G,"12,272",G,"15,233",G,"24,506",G,"20,364",G,"27,832",G,"26,917",G,"38,120",G,"34,794",G,"35,293",G,"29,983",G
Business,"Paid employees for pay period including March 12","Wholesale trade","14,213",G,"23,132",G,"18,011",G,"5,605",G,"3,124",G,"5,915",G,"13,615",G,"4,400",G,"4,699",G,"14,884",G,"2,453",G,"53,926",G,714,G,"10,811",G,"2,423",H,"8,941",G,"14,366",G,"10,501",G,"8,576",G,"12,574",G,"4,411",H,"14,241",G,"8,101",G,"7,599",G,"15,149",G,"18,885",G
Business,"Paid employees for pay period including March 12","Retail trade","43,208",G,"35,606",G,"36,601",G,"34,971",G,"13,604",G,"23,290",G,"20,537",G,"16,801",G,"16,886",G,"51,273",G,"25,899",G,"76,212",G,"16,939",G,"17,964",G,"15,496",H,"33,138",G,"29,519",G,"37,761",G,"36,005",G,"40,881",G,"32,920",G,"40,486",G,"37,017",G,"35,234",G,"39,995",G,"40,758",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","9,363",G,"10,415",G,"10,441",H,"11,106",G,"35,806",G,"4,524",G,"11,742",H,"8,562",G,"3,012",H,"7,739",G,"6,747",G,"12,529",G,"1,118",H,"19,044",H,"4,911",H,"9,788",G,"5,356",G,"10,943",G,"5,982",G,"11,168",G,"10,411",G,"13,310",G,"7,323",H,"5,775",G,"8,220",G,"13,776",G
Business,"Paid employees for pay period including March 12",Information,"4,697",G,"3,443",G,"5,442",H,"3,502",H,863,G,"1,932",G,"6,261",H,868,H,"1,220",H,"51,665",G,"1,900",H,"158,573",G,"2,675",H,"2,473",H,777,G,"5,146",G,"4,498",G,"3,635",G,"4,356",G,"7,689",G,"2,697",G,"4,773",G,"2,122",G,"2,662",G,"8,504",H,"5,332",G
Business,"Paid employees for pay period including March 12","Finance and insurance","17,165",G,"7,760",G,"22,725",G,"13,010",G,"2,788",G,"5,380",G,"8,693",G,"2,024",H,"3,156",H,"98,254",G,"4,235",G,"199,566",G,"2,231",G,"2,902",H,"1,544",J,"14,004",G,"11,960",G,"6,096",H,"8,402",G,"18,659",G,"4,481",H,"16,729",G,"5,326",G,"4,488",G,"12,390",G,"32,157",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","3,560",G,"2,985",G,"7,667",G,"3,768",G,"3,002",G,"4,597",G,"6,842",G,"3,086",G,"4,877",H,"17,004",G,"1,857",G,"53,489",G,"5,147",G,"4,821",G,"4,198",G,"6,624",G,"4,797",G,"3,723",G,"2,910",G,"4,474",G,"1,870",G,"3,690",G,"2,371",G,"2,239",G,"6,042",G,"5,064",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","24,777",G,"13,918",G,"22,517",G,"15,736",G,"3,320",H,"6,520",G,"8,064",G,"4,390",H,"4,439",G,"86,283",G,"5,074",G,"244,071",G,"3,396",H,"2,795",G,"2,653",G,"15,840",G,"17,601",G,"12,360",H,"12,392",G,"29,323",G,"5,604",G,"20,400",G,"6,458",G,"5,600",G,"24,356",G,"24,069",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","6,222",G,"4,069",H,"14,450",H,"2,610",H,845,H,450,H,"5,056",G,319,J,643,H,"16,608",G,334,G,"62,749",G,612,G,804,H,392,G,"8,922",G,"6,817",H,"2,048",G,"3,237",G,"8,569",H,"1,563",G,"6,198",J,"5,525",G,"1,901",H,"11,286",G,"8,286",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","21,422",G,"16,474",G,"19,120",G,"13,146",G,"10,837",G,"6,360",G,"17,295",H,"4,777",G,"3,257",G,"31,052",G,"7,341",G,"102,114",G,"3,724",H,"6,568",G,"4,663",H,"13,708",G,"15,421",G,"10,780",G,"8,875",G,"14,504",G,"5,208",G,"15,785",G,"8,083",G,"8,061",G,"21,816",G,"22,450",G
Business,"Paid employees for pay period including March 12","Educational services","4,079",G,"2,971",H,"8,910",G,"11,590",G,"5,991",H,"4,372",G,"10,466",G,"5,043",H,"9,305",G,"26,194",G,"6,715",G,"71,401",H,"52,839",H,"6,828",G,"11,754",G,"12,379",G,"10,303",G,"13,239",H,"21,287",J,"16,102",H,"3,948",G,"18,656",H,"5,493",H,"3,080",H,"28,807",J,"10,919",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","63,010",G,"47,218",G,"98,669",H,"48,955",G,"39,373",G,"81,645",G,"43,371",G,"68,828",G,"80,586",G,"107,840",G,"53,225",G,"159,871",G,"62,986",H,"38,018",G,"73,630",G,"53,414",G,"66,951",G,"50,182",G,"45,844",G,"66,967",G,"42,658",G,"65,091",G,"36,694",G,"33,789",G,"68,853",H,"72,718",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","5,188",G,"2,453",G,"4,362",G,"3,857",G,"1,957",H,667,G,"2,814",G,"1,078",G,854,H,"9,868",G,"1,550",G,"30,595",G,"1,767",G,"2,193",G,"2,426",G,"5,177",G,"3,900",G,"3,426",G,"3,274",G,"4,995",G,"2,655",G,"3,123",G,"3,320",G,"3,117",G,"3,998",G,"4,153",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","27,731",G,"21,482",G,"22,202",G,"22,796",G,"11,638",G,"15,323",G,"17,392",G,"7,194",G,"6,777",G,"51,269",G,"11,241",G,"80,160",G,"10,741",G,"13,501",G,"7,786",G,"18,251",G,"18,674",G,"21,659",G,"24,523",G,"27,238",G,"19,554",G,"27,729",G,"24,519",G,"20,589",G,"23,764",G,"31,390",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","12,254",G,"12,061",G,"14,010",G,"13,505",G,"6,825",G,"10,882",G,"8,994",G,"4,373",G,"9,287",G,"30,326",G,"7,319",G,"77,565",G,"8,759",H,"6,197",G,"4,537",G,"13,082",G,"13,364",G,"9,545",G,"8,800",G,"13,568",G,"7,562",G,"13,187",G,"9,823",G,"7,505",G,"9,918",G,"13,072",G
Business,"Paid employees for pay period including March 12","Industries not classified",37,G,6,G,22,J,65,H,32,J,17,J,36,H,20,J,44,H,69,J,11,J,215,H,46,H,24,G,18,G,28,H,44,J,39,J,25,H,14,J,18,J,25,G,15,G,4,G,38,H,24,H
Business,"Annual payroll ($1,000)","Total for all sectors","22,173,311",G,"15,090,183",G,"23,858,431",G,"12,944,748",G,"7,969,013",G,"9,042,196",G,"13,197,573",G,"5,836,710",G,"6,738,009",G,"78,989,991",G,"7,161,322",G,"225,136,674",G,"11,596,789",H,"9,166,649",G,"8,307,032",G,"18,523,594",G,"19,044,021",G,"11,514,402",G,"11,123,723",G,"18,864,669",G,"9,164,584",G,"16,156,643",G,"10,412,995",G,"9,371,864",G,"18,029,946",G,"18,640,526",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","7,265",G,455,H,"2,962",H,0,N,0,N,0,N,0,N,0,N,0,N,384,G,105,J,"3,603",J,0,N,0,N,0,N,"1,137",H,"10,003",G,"19,697",G,"13,981",H,"9,490",H,"18,450",G,"2,959",G,"3,240",G,"9,081",G,"23,792",H,562,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","15,864",G,539,G,0,N,"2,063",H,0,N,495,J,0,N,0,N,0,N,0,N,0,N,"18,789",J,0,N,0,N,0,N,0,N,"5,245",H,"13,545",G,"48,292",G,"48,026",J,"44,069",G,"11,398",H,"26,409",G,"40,945",H,"5,416",G,"7,654",J
Business,"Annual payroll ($1,000)",Utilities,"185,403",J,"75,379",J,"253,811",J,"103,682",H,"43,616",H,"132,884",J,"228,687",H,"35,494",J,"45,751",J,"463,058",J,"99,204",G,"728,333",J,"33,961",J,"364,293",J,"11,675",J,"220,821",J,"390,534",J,"184,030",H,"163,289",H,"196,284",H,"93,826",H,"258,096",J,"90,705",H,"362,402",J,"103,236",H,"141,722",G
Business,"Annual payroll ($1,000)",Construction,"1,647,654",G,"2,032,546",G,"1,571,727",G,"881,975",G,"624,901",G,"1,003,437",G,"1,885,161",G,"214,402",G,"227,592",G,"1,501,693",G,"746,243",G,"2,857,229",G,"168,199",G,"1,482,369",G,"318,429",G,"1,655,614",G,"1,440,304",G,"815,511",G,"593,256",G,"1,233,007",G,"690,939",G,"859,960",G,"747,425",G,"823,058",G,"959,607",G,"861,493",G
Business,"Annual payroll ($1,000)",Manufacturing,"1,389,622",G,"2,105,203",G,"662,625",G,"271,015",G,"136,591",G,"235,717",G,"637,522",G,"122,149",G,"88,610",G,"483,046",G,"86,323",G,"530,092",G,"7,754",G,"270,031",G,"150,714",H,"483,032",G,"1,019,757",G,"1,100,221",G,"1,627,585",G,"1,877,645",G,"1,966,767",G,"1,858,123",G,"2,443,050",G,"2,086,650",G,"2,331,993",G,"2,102,217",G
Business,"Annual payroll ($1,000)","Wholesale trade","1,265,464",G,"1,727,962",G,"1,564,720",G,"437,557",G,"185,669",G,"285,920",G,"987,744",G,"244,984",G,"232,302",G,"1,365,789",G,"152,613",G,"6,343,764",G,"56,774",H,"799,233",G,"162,802",H,"1,110,080",G,"3,097,824",H,"653,057",G,"480,860",G,"929,557",G,"284,195",H,"957,936",G,"551,293",G,"477,077",G,"1,084,846",G,"1,341,453",G
Business,"Annual payroll ($1,000)","Retail trade","1,715,165",G,"1,387,050",G,"1,546,278",G,"1,260,591",G,"444,196",G,"813,045",G,"784,153",G,"557,099",G,"590,949",G,"3,008,768",G,"863,898",G,"5,076,301",H,"501,599",G,"561,301",G,"557,384",H,"1,331,750",G,"1,127,084",G,"1,246,624",G,"1,160,527",G,"1,419,363",G,"1,077,411",G,"1,292,843",G,"1,201,057",G,"1,101,610",G,"1,251,656",G,"1,231,169",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","460,231",G,"577,589",G,"482,193",G,"736,095",G,"2,594,939",G,"167,141",H,"939,480",H,"358,195",G,"91,985",G,"472,201",G,"398,970",G,"776,737",G,"34,809",H,"1,261,033",H,"214,045",H,"691,130",G,"235,269",G,"487,041",G,"259,151",G,"536,318",G,"504,882",G,"684,877",G,"326,737",G,"263,841",G,"333,307",G,"684,427",G
Business,"Annual payroll ($1,000)",Information,"386,361",G,"434,462",H,"543,784",H,"313,897",H,"61,523",H,"114,913",G,"579,877",H,"56,112",H,"80,207",H,"11,632,303",H,"113,184",G,"27,668,583",G,"218,832",H,"190,308",H,"44,216",H,"548,492",G,"440,283",G,"228,605",G,"289,412",G,"691,145",G,"141,820",G,"307,052",G,"110,678",G,"150,278",G,"705,148",G,"346,464",G
Business,"Annual payroll ($1,000)","Finance and insurance","4,485,035",H,"644,113",G,"2,274,597",G,"1,606,496",G,"142,255",G,"460,940",G,"1,106,674",H,"166,648",H,"225,142",H,"28,529,714",G,"415,685",G,"79,852,604",G,"132,463",G,"201,155",H,"76,703",H,"2,705,767",H,"1,571,422",H,"455,192",G,"622,116",G,"1,820,803",G,"304,195",H,"1,398,580",G,"337,533",G,"299,755",G,"1,164,436",G,"2,415,157",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","256,248",G,"209,268",G,"613,395",G,"267,967",G,"150,675",G,"240,828",G,"429,759",G,"142,148",G,"199,157",G,"1,771,668",H,"87,948",G,"5,797,897",G,"228,147",G,"286,594",G,"184,090",G,"461,812",G,"287,158",G,"219,936",G,"125,163",G,"236,402",G,"84,097",G,"194,660",G,"109,581",G,"91,813",G,"357,157",G,"262,078",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","2,049,131",G,"977,091",G,"1,949,661",G,"1,290,003",G,"201,105",G,"392,195",G,"630,045",G,"300,734",G,"261,070",G,"13,096,080",G,"313,800",G,"39,993,441",G,"215,156",G,"155,096",G,"181,705",H,"1,594,700",G,"1,779,384",G,"1,024,592",H,"893,888",G,"2,672,139",G,"346,925",G,"1,627,895",G,"383,551",G,"329,379",G,"1,764,882",G,"1,731,644",G
