Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",17.7,(+/-3.0),13.3,(+/-3.0),5.8,(+/-1.5),11.5,(+/-2.6),10.8,(+/-2.1),17.5,(+/-3.3),15.3,(+/-2.6),16.1,(+/-3.2),16.2,(+/-2.8),5.9,(+/-1.8),5.0,(+/-1.6),13.3,(+/-2.8),30.5,(+/-3.3),8.6,(+/-2.2),8.7,(+/-2.4),6.5,(+/-2.6),5.5,(+/-1.4),13.7,(+/-2.3),8.2,(+/-2.2),12.8,(+/-2.3),28.2,(+/-2.8),32.1,(+/-2.8),19.1,(+/-3.4),14.8,(+/-3.1),20.9,(+/-3.0),13.0,(+/-3.1),13.6,(+/-2.6),12.7,(+/-2.9),25.8,(+/-3.4),12.2,(+/-3.4),15.9,(+/-3.6),9.5,(+/-2.2),19.8,(+/-3.4),28.9,(+/-3.5),16.2,(+/-2.8),5.2,(+/-1.4),29.7,(+/-3.2),12.9,(+/-2.3),15.0,(+/-2.8),6.9,(+/-1.7),10.4,(+/-2.4),20.5,(+/-2.9),24.6,(+/-3.4),18.5,(+/-2.9),7.9,(+/-1.8),18.0,(+/-3.3),8.4,(+/-2.4),8.8,(+/-2.4),9.3,(+/-2.5),8.6,(+/-2.0),13.8,(+/-3.0),16.6,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",17.6,(+/-3.0),13.0,(+/-3.0),5.5,(+/-1.5),11.1,(+/-2.5),10.0,(+/-2.1),16.9,(+/-3.3),15.2,(+/-2.6),15.7,(+/-3.3),15.8,(+/-2.8),5.8,(+/-1.8),4.9,(+/-1.6),12.9,(+/-2.7),30.1,(+/-3.4),8.2,(+/-2.2),8.2,(+/-2.4),6.2,(+/-2.6),5.3,(+/-1.4),13.5,(+/-2.3),7.8,(+/-2.2),12.7,(+/-2.3),27.9,(+/-2.8),32.0,(+/-2.8),18.8,(+/-3.5),14.6,(+/-3.1),20.2,(+/-2.8),12.5,(+/-3.2),13.1,(+/-2.7),12.4,(+/-2.9),25.4,(+/-3.4),12.2,(+/-3.4),15.7,(+/-3.6),9.3,(+/-2.2),19.4,(+/-3.4),28.7,(+/-3.5),15.7,(+/-2.7),5.1,(+/-1.5),29.2,(+/-3.1),12.6,(+/-2.3),14.8,(+/-2.7),6.7,(+/-1.7),9.8,(+/-2.4),20.4,(+/-2.9),24.3,(+/-3.4),18.3,(+/-2.9),7.7,(+/-1.8),17.6,(+/-3.3),8.4,(+/-2.4),8.5,(+/-2.3),8.9,(+/-2.4),8.4,(+/-1.9),13.7,(+/-3.0),16.4,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",21.5,(+/-4.8),12.3,(+/-3.5),7.7,(+/-3.9),16.0,(+/-4.7),9.8,(+/-3.8),17.7,(+/-4.1),14.2,(+/-4.1),14.6,(+/-4.7),19.0,(+/-5.0),7.2,(+/-2.6),2.7,(+/-1.7),15.7,(+/-4.9),30.5,(+/-5.0),9.0,(+/-4.0),5.9,(+/-3.5),8.9,(+/-4.9),3.8,(+/-1.9),12.9,(+/-3.2),9.0,(+/-3.9),13.4,(+/-4.0),27.1,(+/-4.0),32.4,(+/-4.1),22.4,(+/-5.2),15.9,(+/-5.1),22.1,(+/-5.2),9.7,(+/-3.8),9.3,(+/-3.6),10.4,(+/-3.9),22.6,(+/-4.9),13.8,(+/-4.9),18.1,(+/-6.2),9.7,(+/-2.9),18.9,(+/-5.3),27.8,(+/-5.7),13.4,(+/-4.3),5.4,(+/-2.8),26.6,(+/-4.5),11.9,(+/-3.5),15.5,(+/-4.1),5.6,(+/-2.6),14.3,(+/-4.6),22.7,(+/-4.7),25.7,(+/-5.1),20.6,(+/-3.9),8.5,(+/-3.2),17.8,(+/-4.9),7.4,(+/-4.4),11.3,(+/-4.3),13.5,(+/-6.0),7.0,(+/-3.0),13.4,(+/-4.2),18.1,(+/-4.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",16.4,(+/-3.0),13.2,(+/-3.5),4.8,(+/-1.5),9.5,(+/-2.4),10.1,(+/-2.2),16.6,(+/-3.6),15.6,(+/-3.0),16.1,(+/-3.6),14.7,(+/-2.5),5.4,(+/-1.9),5.9,(+/-2.0),11.8,(+/-2.5),30.0,(+/-3.6),8.0,(+/-2.2),9.0,(+/-2.4),5.2,(+/-2.0),5.9,(+/-1.7),13.7,(+/-2.5),7.4,(+/-2.4),12.5,(+/-2.3),28.2,(+/-3.3),31.9,(+/-3.1),17.7,(+/-3.5),14.2,(+/-3.1),19.5,(+/-3.2),13.4,(+/-3.5),14.3,(+/-2.9),13.0,(+/-3.2),26.4,(+/-3.6),11.5,(+/-3.3),15.0,(+/-3.5),9.2,(+/-2.4),19.6,(+/-3.3),29.0,(+/-3.7),16.5,(+/-2.9),5.0,(+/-1.5),30.1,(+/-3.5),12.8,(+/-2.4),14.6,(+/-2.8),7.1,(+/-1.9),8.4,(+/-2.4),19.7,(+/-3.1),23.9,(+/-3.5),17.6,(+/-3.5),7.5,(+/-1.8),17.5,(+/-3.5),8.7,(+/-2.8),7.6,(+/-2.1),7.4,(+/-2.3),9.0,(+/-2.1),13.8,(+/-3.1),15.9,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.9,(+/-1.0),10.9,(+/-1.1),8.1,(+/-0.8),11.5,(+/-0.8),11.1,(+/-1.1),11.4,(+/-0.9),11.7,(+/-1.0),10.3,(+/-1.1),10.8,(+/-1.0),6.8,(+/-0.8),11.4,(+/-0.9),13.2,(+/-0.9),17.1,(+/-1.3),8.0,(+/-0.8),7.6,(+/-0.8),7.1,(+/-0.7),7.0,(+/-0.9),10.7,(+/-0.9),8.5,(+/-0.7),10.0,(+/-0.9),18.2,(+/-1.4),19.5,(+/-1.3),14.8,(+/-1.5),13.3,(+/-1.0),14.3,(+/-1.2),8.2,(+/-1.0),9.5,(+/-1.0),10.9,(+/-1.0),16.2,(+/-1.3),12.7,(+/-0.9),10.6,(+/-1.1),9.7,(+/-0.9),10.6,(+/-1.0),18.2,(+/-1.2),11.1,(+/-1.0),9.2,(+/-0.8),20.1,(+/-1.3),9.4,(+/-0.9),11.1,(+/-1.2),7.5,(+/-0.9),8.4,(+/-1.0),13.5,(+/-1.0),15.4,(+/-1.4),12.4,(+/-1.1),9.8,(+/-0.9),11.5,(+/-1.2),9.9,(+/-1.0),7.1,(+/-0.9),8.2,(+/-1.1),9.9,(+/-0.9),11.3,(+/-1.2),11.7,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",12.8,(+/-1.7),8.8,(+/-1.3),9.3,(+/-1.4),8.4,(+/-1.2),9.2,(+/-1.3),10.3,(+/-1.5),12.5,(+/-1.8),11.7,(+/-1.8),11.7,(+/-2.1),7.2,(+/-1.6),16.8,(+/-2.0),15.0,(+/-2.0),17.6,(+/-2.9),9.0,(+/-1.5),9.0,(+/-1.5),7.6,(+/-1.3),8.2,(+/-1.5),12.0,(+/-2.0),7.6,(+/-1.2),9.8,(+/-1.7),14.6,(+/-2.4),17.0,(+/-2.2),17.1,(+/-2.5),9.4,(+/-1.4),14.8,(+/-2.1),8.1,(+/-1.5),8.7,(+/-1.5),13.0,(+/-1.7),17.6,(+/-2.8),19.1,(+/-2.4),14.4,(+/-2.1),10.7,(+/-1.9),13.6,(+/-2.1),22.6,(+/-2.0),12.1,(+/-1.8),9.5,(+/-1.4),19.9,(+/-2.7),13.3,(+/-1.8),13.9,(+/-2.5),8.5,(+/-1.7),10.6,(+/-1.5),15.0,(+/-2.2),16.7,(+/-2.4),15.0,(+/-2.1),12.1,(+/-1.9),17.6,(+/-2.8),8.2,(+/-1.4),6.2,(+/-1.2),7.2,(+/-1.4),7.6,(+/-1.3),11.4,(+/-2.1),14.0,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.4,(+/-1.4),7.0,(+/-1.3),4.4,(+/-0.8),6.5,(+/-1.2),7.5,(+/-1.2),10.5,(+/-1.6),9.7,(+/-1.3),8.8,(+/-1.5),10.2,(+/-1.5),3.6,(+/-0.9),5.0,(+/-1.0),8.5,(+/-1.4),19.0,(+/-1.8),5.3,(+/-1.1),5.1,(+/-1.1),4.1,(+/-1.1),4.3,(+/-0.9),8.4,(+/-1.1),4.5,(+/-1.0),8.4,(+/-1.3),18.8,(+/-2.0),21.4,(+/-1.7),13.5,(+/-2.1),8.1,(+/-1.4),13.9,(+/-1.6),6.8,(+/-1.5),8.6,(+/-1.3),8.4,(+/-1.4),15.2,(+/-1.8),8.6,(+/-1.4),9.2,(+/-1.6),6.2,(+/-1.1),11.0,(+/-1.7),16.7,(+/-1.9),10.2,(+/-1.5),4.4,(+/-0.8),18.4,(+/-1.7),7.4,(+/-1.1),9.2,(+/-1.5),4.7,(+/-1.0),6.7,(+/-1.3),12.7,(+/-1.5),14.9,(+/-1.9),11.1,(+/-1.5),6.4,(+/-1.0),10.5,(+/-1.8),5.7,(+/-1.2),5.1,(+/-1.1),6.7,(+/-1.5),5.2,(+/-0.9),8.6,(+/-1.4),10.6,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",28.9,(+/-2.0),24.2,(+/-2.3),21.7,(+/-2.0),26.7,(+/-1.6),26.6,(+/-2.4),22.0,(+/-1.8),23.7,(+/-2.1),25.3,(+/-2.3),25.1,(+/-2.4),22.1,(+/-2.7),18.9,(+/-1.4),24.2,(+/-1.7),34.5,(+/-3.2),23.7,(+/-2.3),18.5,(+/-1.8),18.7,(+/-1.8),17.6,(+/-2.2),25.8,(+/-2.2),23.8,(+/-2.1),23.6,(+/-2.6),33.8,(+/-2.6),38.7,(+/-3.0),30.1,(+/-2.8),30.4,(+/-2.2),28.2,(+/-2.7),22.0,(+/-2.4),23.9,(+/-2.7),24.1,(+/-2.5),30.0,(+/-2.1),20.3,(+/-1.3),27.7,(+/-2.7),20.9,(+/-1.8),25.8,(+/-2.7),30.8,(+/-1.8),28.8,(+/-2.7),18.2,(+/-1.6),33.7,(+/-2.6),28.4,(+/-2.7),31.4,(+/-3.2),21.8,(+/-2.3),21.5,(+/-2.1),25.2,(+/-2.0),31.3,(+/-2.3),29.2,(+/-2.2),26.9,(+/-2.4),25.3,(+/-2.4),21.4,(+/-2.4),21.9,(+/-2.8),16.4,(+/-1.8),19.9,(+/-1.9),22.6,(+/-2.7),26.9,(+/-2.6)
Education,"School Enrollment","Population 3 years and over enrolled in school","185,696","(+/-4,907)","158,611","(+/-5,275)","168,407","(+/-5,572)","198,773","(+/-6,608)","191,879","(+/-8,842)","185,818","(+/-8,735)","195,746","(+/-9,348)","178,071","(+/-6,441)","204,592","(+/-4,801)","189,446","(+/-6,539)","126,400","(+/-4,985)","178,617","(+/-5,669)","242,202","(+/-9,162)","167,275","(+/-5,546)","160,266","(+/-6,788)","187,085","(+/-7,616)","166,403","(+/-6,814)","204,315","(+/-7,223)","190,706","(+/-7,761)","215,801","(+/-11,091)","218,075","(+/-9,129)","235,590","(+/-8,721)","211,842","(+/-8,123)","212,686","(+/-6,240)","203,960","(+/-8,262)","191,330","(+/-4,917)","194,704","(+/-7,473)","172,612","(+/-7,129)","173,201","(+/-9,537)","132,788","(+/-7,617)","183,896","(+/-8,332)","174,625","(+/-9,393)","212,446","(+/-9,034)","161,966","(+/-8,107)","219,022","(+/-8,827)","170,483","(+/-8,171)","192,156","(+/-9,640)","171,802","(+/-7,030)","217,007","(+/-7,265)","182,686","(+/-8,428)","195,820","(+/-8,719)","183,383","(+/-7,758)","188,577","(+/-9,528)","188,161","(+/-10,674)","188,975","(+/-7,738)","200,559","(+/-8,874)","198,989","(+/-7,733)","191,725","(+/-8,681)","175,778","(+/-9,030)","181,748","(+/-9,348)","186,852","(+/-8,672)","211,054","(+/-9,212)"
Education,"School Enrollment","Nursery school, preschool","6,802","(+/-1,417)","9,876","(+/-1,681)","11,248","(+/-1,752)","7,519","(+/-1,366)","7,990","(+/-1,902)","8,316","(+/-1,865)","8,934","(+/-1,430)","9,420","(+/-1,901)","9,847","(+/-1,794)","11,503","(+/-1,875)","10,090","(+/-1,637)","9,837","(+/-1,724)","9,175","(+/-2,146)","8,749","(+/-1,529)","10,187","(+/-1,963)","12,710","(+/-2,472)","10,480","(+/-1,999)","9,792","(+/-2,188)","9,438","(+/-1,928)","7,146","(+/-1,512)","9,173","(+/-2,281)","6,968","(+/-1,435)","9,163","(+/-2,102)","8,753","(+/-1,897)","8,404","(+/-2,002)","8,511","(+/-1,661)","7,712","(+/-1,690)","9,124","(+/-1,655)","7,594","(+/-1,437)","9,385","(+/-1,660)","8,089","(+/-1,764)","13,025","(+/-2,436)","8,107","(+/-1,532)","7,120","(+/-1,651)","9,447","(+/-1,882)","10,142","(+/-1,610)","7,807","(+/-1,456)","9,053","(+/-1,526)","7,002","(+/-1,343)","12,909","(+/-2,201)","7,882","(+/-2,359)","9,543","(+/-2,308)","8,779","(+/-1,710)","8,803","(+/-1,694)","10,757","(+/-2,156)","9,616","(+/-2,158)","12,279","(+/-2,000)","10,492","(+/-1,857)","11,339","(+/-2,309)","11,348","(+/-2,088)","9,827","(+/-1,888)","9,126","(+/-2,225)"
Education,"School Enrollment",Kindergarten,"9,588","(+/-1,715)","9,107","(+/-1,621)","7,156","(+/-1,583)","6,832","(+/-1,660)","11,362","(+/-2,273)","9,324","(+/-2,101)","7,213","(+/-1,281)","9,114","(+/-1,688)","10,463","(+/-2,371)","8,600","(+/-1,481)","2,971","(+/-1,053)","8,848","(+/-1,738)","12,570","(+/-2,115)","9,672","(+/-1,827)","8,503","(+/-1,751)","7,548","(+/-1,680)","8,551","(+/-1,541)","8,445","(+/-1,746)","7,944","(+/-1,249)","11,766","(+/-2,000)","12,511","(+/-2,006)","13,327","(+/-2,215)","9,906","(+/-2,096)","7,502","(+/-1,398)","7,838","(+/-1,415)","11,064","(+/-2,007)","10,368","(+/-1,966)","7,452","(+/-1,711)","7,000","(+/-1,491)","5,773","(+/-1,405)","7,805","(+/-1,722)","6,144","(+/-1,348)","9,572","(+/-1,880)","8,535","(+/-1,606)","9,484","(+/-1,763)","7,279","(+/-1,939)","8,711","(+/-1,571)","7,740","(+/-1,515)","9,832","(+/-1,896)","8,431","(+/-1,431)","9,270","(+/-1,664)","8,518","(+/-1,735)","9,200","(+/-1,569)","10,011","(+/-1,908)","8,922","(+/-1,771)","10,548","(+/-1,869)","9,256","(+/-1,874)","9,959","(+/-1,730)","9,330","(+/-1,605)","7,889","(+/-1,772)","8,119","(+/-1,725)","8,872","(+/-1,711)"
Education,"School Enrollment","Elementary school (grades 1-8)","77,271","(+/-2,591)","61,955","(+/-3,105)","71,337","(+/-4,129)","65,211","(+/-3,973)","79,565","(+/-5,058)","79,538","(+/-4,532)","74,703","(+/-5,371)","70,217","(+/-4,280)","91,294","(+/-3,534)","76,650","(+/-4,192)","41,509","(+/-2,519)","54,517","(+/-3,429)","100,674","(+/-4,894)","66,314","(+/-4,032)","59,838","(+/-3,121)","66,110","(+/-4,382)","58,837","(+/-3,618)","79,964","(+/-3,763)","65,230","(+/-4,635)","96,355","(+/-6,104)","96,088","(+/-6,293)","106,106","(+/-4,860)","100,841","(+/-6,244)","64,143","(+/-3,152)","89,018","(+/-5,205)","76,324","(+/-2,738)","79,736","(+/-5,246)","62,481","(+/-4,840)","66,411","(+/-5,274)","43,986","(+/-4,473)","72,066","(+/-5,075)","62,984","(+/-5,554)","84,540","(+/-5,799)","63,214","(+/-4,745)","85,211","(+/-5,678)","53,740","(+/-4,897)","69,161","(+/-5,354)","65,099","(+/-4,190)","84,005","(+/-5,260)","65,520","(+/-3,791)","83,993","(+/-5,263)","70,701","(+/-4,690)","80,213","(+/-4,816)","73,163","(+/-6,379)","70,406","(+/-5,729)","72,601","(+/-5,256)","63,024","(+/-4,918)","81,487","(+/-6,423)","73,532","(+/-6,368)","51,161","(+/-4,526)","63,394","(+/-5,770)","89,906","(+/-6,459)"
Education,"School Enrollment","High school (grades 9-12)","38,828","(+/-2,725)","35,293","(+/-2,151)","38,124","(+/-2,774)","41,696","(+/-2,993)","39,255","(+/-3,104)","40,059","(+/-3,379)","41,677","(+/-3,329)","41,853","(+/-2,946)","48,320","(+/-2,761)","44,591","(+/-3,164)","21,047","(+/-2,048)","30,487","(+/-2,674)","66,516","(+/-4,349)","36,018","(+/-3,206)","31,745","(+/-2,013)","43,263","(+/-4,023)","34,797","(+/-2,915)","47,126","(+/-3,336)","38,394","(+/-3,274)","47,845","(+/-3,980)","51,615","(+/-3,376)","62,031","(+/-4,416)","46,497","(+/-3,991)","35,960","(+/-2,421)","51,910","(+/-4,179)","42,735","(+/-2,333)","46,315","(+/-3,945)","36,203","(+/-3,473)","41,488","(+/-3,098)","24,890","(+/-3,600)","44,114","(+/-4,072)","35,252","(+/-3,872)","51,477","(+/-3,748)","35,187","(+/-3,275)","47,528","(+/-4,149)","28,162","(+/-2,688)","40,381","(+/-3,976)","35,301","(+/-3,396)","47,639","(+/-3,798)","35,341","(+/-3,512)","44,232","(+/-3,711)","40,547","(+/-3,975)","42,379","(+/-4,990)","44,189","(+/-4,307)","39,022","(+/-3,481)","42,961","(+/-3,614)","33,762","(+/-3,037)","42,231","(+/-3,648)","37,043","(+/-4,001)","31,946","(+/-3,362)","31,750","(+/-3,541)","46,114","(+/-3,541)"
Education,"School Enrollment","College or graduate school","53,207","(+/-4,669)","42,380","(+/-4,175)","40,542","(+/-3,678)","77,515","(+/-5,407)","53,707","(+/-4,863)","48,581","(+/-4,285)","63,219","(+/-4,290)","47,467","(+/-4,995)","44,668","(+/-3,260)","48,102","(+/-4,343)","50,783","(+/-4,200)","74,928","(+/-4,442)","53,267","(+/-4,637)","46,522","(+/-3,617)","49,993","(+/-4,896)","57,454","(+/-3,439)","53,738","(+/-4,577)","58,988","(+/-4,655)","69,700","(+/-4,124)","52,689","(+/-5,593)","48,688","(+/-4,284)","47,158","(+/-4,045)","45,435","(+/-4,204)","96,328","(+/-5,121)","46,790","(+/-4,937)","52,696","(+/-3,897)","50,573","(+/-3,887)","57,352","(+/-3,708)","50,708","(+/-4,331)","48,754","(+/-3,752)","51,822","(+/-3,706)","57,220","(+/-4,214)","58,750","(+/-4,891)","47,910","(+/-3,410)","67,352","(+/-4,418)","71,160","(+/-4,652)","66,096","(+/-5,506)","54,609","(+/-4,798)","68,529","(+/-5,233)","60,485","(+/-5,344)","50,443","(+/-4,554)","54,074","(+/-4,542)","48,006","(+/-4,551)","51,995","(+/-4,052)","59,868","(+/-5,140)","64,833","(+/-4,818)","80,668","(+/-5,667)","47,556","(+/-4,498)","44,534","(+/-4,806)","79,404","(+/-6,237)","73,762","(+/-5,262)","57,036","(+/-5,077)"
Education,"Educational Attainment","Population 25 years and over","510,933","(+/-2,949)","554,087","(+/-6,742)","565,963","(+/-6,281)","522,240","(+/-5,760)","549,574","(+/-10,300)","513,308","(+/-9,970)","521,518","(+/-10,051)","519,936","(+/-8,061)","496,310","(+/-2,976)","530,243","(+/-7,346)","563,895","(+/-6,472)","530,530","(+/-7,510)","470,358","(+/-8,379)","534,213","(+/-7,607)","532,202","(+/-8,221)","522,901","(+/-9,476)","543,830","(+/-10,403)","471,841","(+/-9,456)","525,336","(+/-9,222)","515,004","(+/-12,154)","451,562","(+/-11,146)","453,530","(+/-8,407)","477,269","(+/-8,641)","490,803","(+/-5,522)","511,671","(+/-8,462)","521,094","(+/-6,071)","493,930","(+/-10,960)","529,763","(+/-10,312)","507,944","(+/-14,501)","578,260","(+/-10,565)","507,336","(+/-8,562)","573,765","(+/-14,102)","494,545","(+/-9,513)","532,004","(+/-14,381)","498,410","(+/-10,022)","536,352","(+/-12,261)","493,287","(+/-14,909)","512,095","(+/-9,476)","487,768","(+/-7,519)","531,405","(+/-9,488)","546,964","(+/-9,691)","486,535","(+/-10,650)","481,110","(+/-11,900)","501,881","(+/-9,686)","532,661","(+/-8,386)","499,092","(+/-9,347)","530,331","(+/-7,079)","528,943","(+/-12,016)","518,036","(+/-10,214)","539,979","(+/-12,006)","533,241","(+/-12,071)","490,985","(+/-10,283)"
Education,"Educational Attainment","Less than 9th grade","28,102","(+/-3,055)","22,862","(+/-3,177)","10,430","(+/-2,074)","31,583","(+/-3,312)","24,694","(+/-4,617)","24,140","(+/-3,289)","40,909","(+/-4,249)","42,785","(+/-3,779)","58,403","(+/-5,254)","18,138","(+/-3,233)","33,179","(+/-3,545)","39,314","(+/-3,474)","86,428","(+/-5,959)","39,060","(+/-4,606)","43,106","(+/-4,421)","27,520","(+/-3,799)","24,362","(+/-3,834)","86,199","(+/-6,114)","22,611","(+/-2,922)","29,352","(+/-3,799)","69,412","(+/-5,080)","85,521","(+/-4,997)","32,350","(+/-3,698)","39,920","(+/-3,443)","56,158","(+/-4,847)","50,156","(+/-3,575)","37,833","(+/-3,994)","42,005","(+/-3,854)","82,845","(+/-5,680)","34,483","(+/-3,828)","66,014","(+/-4,389)","32,969","(+/-4,043)","56,160","(+/-4,800)","102,402","(+/-6,260)","56,509","(+/-3,996)","13,842","(+/-2,600)","92,122","(+/-6,193)","56,441","(+/-4,662)","55,794","(+/-4,652)","23,545","(+/-3,247)","39,125","(+/-4,265)","91,690","(+/-5,918)","74,003","(+/-4,919)","65,645","(+/-5,053)","43,577","(+/-4,009)","86,569","(+/-5,140)","16,244","(+/-3,028)","25,734","(+/-3,154)","27,429","(+/-4,055)","16,573","(+/-2,461)","20,217","(+/-3,073)","50,341","(+/-4,374)"
Education,"Educational Attainment","9th to 12th grade, no diploma","32,674","(+/-3,197)","23,500","(+/-3,131)","16,575","(+/-2,274)","32,237","(+/-3,621)","27,832","(+/-3,384)","29,023","(+/-3,874)","26,329","(+/-2,585)","39,681","(+/-5,371)","35,209","(+/-3,604)","15,665","(+/-2,260)","19,828","(+/-2,630)","25,747","(+/-4,012)","51,195","(+/-3,883)","19,525","(+/-2,673)","24,604","(+/-3,207)","15,429","(+/-2,753)","19,275","(+/-2,369)","50,626","(+/-3,936)","22,471","(+/-2,908)","28,595","(+/-3,380)","44,772","(+/-3,839)","59,184","(+/-4,734)","43,562","(+/-4,285)","26,076","(+/-2,612)","61,917","(+/-5,876)","29,115","(+/-3,550)","35,593","(+/-3,864)","21,239","(+/-2,442)","52,724","(+/-4,145)","23,843","(+/-3,514)","44,245","(+/-3,650)","25,451","(+/-3,159)","48,121","(+/-3,891)","61,927","(+/-4,297)","48,078","(+/-4,160)","9,429","(+/-1,685)","51,436","(+/-5,211)","33,628","(+/-3,419)","44,805","(+/-4,238)","16,538","(+/-2,600)","32,245","(+/-4,255)","43,126","(+/-4,294)","50,716","(+/-4,501)","53,771","(+/-4,501)","33,299","(+/-3,452)","56,051","(+/-4,778)","12,557","(+/-2,944)","22,745","(+/-3,014)","17,756","(+/-2,771)","10,861","(+/-1,959)","23,089","(+/-3,198)","44,959","(+/-4,149)"
Education,"Educational Attainment","High school graduate (includes equivalency)","133,107","(+/-5,528)","100,762","(+/-5,919)","110,714","(+/-5,758)","103,915","(+/-5,536)","125,407","(+/-7,266)","126,688","(+/-6,661)","106,661","(+/-6,462)","121,080","(+/-6,902)","136,478","(+/-6,581)","75,646","(+/-5,650)","52,876","(+/-4,268)","74,166","(+/-5,760)","143,822","(+/-6,305)","88,126","(+/-5,669)","85,842","(+/-5,695)","56,453","(+/-3,964)","66,629","(+/-5,809)","105,534","(+/-6,102)","75,509","(+/-4,381)","129,456","(+/-7,603)","112,254","(+/-7,124)","143,455","(+/-6,323)","145,796","(+/-6,565)","81,898","(+/-5,252)","141,542","(+/-8,214)","94,722","(+/-5,035)","117,593","(+/-7,594)","93,217","(+/-5,569)","126,772","(+/-6,075)","93,162","(+/-6,693)","141,480","(+/-7,352)","83,614","(+/-6,027)","148,976","(+/-7,305)","108,521","(+/-6,728)","134,226","(+/-8,605)","55,526","(+/-4,728)","94,430","(+/-6,369)","126,199","(+/-5,378)","150,086","(+/-8,018)","75,598","(+/-5,384)","126,713","(+/-6,995)","102,262","(+/-5,798)","117,818","(+/-7,070)","118,935","(+/-6,751)","105,860","(+/-5,523)","123,747","(+/-6,730)","58,131","(+/-5,337)","114,119","(+/-7,083)","82,039","(+/-5,525)","64,136","(+/-5,655)","89,354","(+/-5,805)","115,803","(+/-7,093)"
